section,handle,citation,source,open_access,contribution,hard_numbers,design_relevance,evidence_grade,limitations
A1,"Where the power-density gap actually sits — Kim et al., 2025","Kim, T., Dunn, E. A., Chen, M., Truby, R. L. (2025). ""Architected Soft Actuators for Artificial Musculoskeletal Systems."" *Advanced Materials* 37(43), e2501290.",https://doi.org/10.1002/adma.202501290 — verified via PMC full text (https://pmc.ncbi.nlm.nih.gov/articles/PMC12574648/).,yes (PMC12574648),"Low-voltage motorised-tendon soft actuators built into architected musculoskeletal assemblies, with an unusually candid comparison against muscle — including the authors admitting their own actuators sit an order of magnitude below muscle.","Actuators: 29.5% linear strain, **75 N max force**, 22.8 W/kg peak power density (pulling), ~3.7 J/kg peak energy density, **<10 V drive**. Quoted directly: *""The maximum power and energy densities of muscle (200 W kg⁻¹ and 40 J kg⁻¹) are still an order of magnitude higher than our actuators' (40 W kg⁻¹ and ≈4 J kg⁻¹).""* Authors also note that once auxiliary hardware mass is counted, motorised actuators beat other soft actuators' power and energy density by four orders of magnitude.","Two things the team should take: (1) the honest muscle-vs-soft-actuator gap number to quote — one order of magnitude on power, ten on energy; (2) the auxiliary-hardware argument, which is the strongest technical case for a motor-plus-compliance (SEA/VSA) architecture over fully soft. Once you count the compressor, tank, valves or the kV driver, ""soft"" actuators lose their power-density advantage outright.","B (hardware-validated, no humans)","75 N is a tendon force, not a joint torque; no shoulder-scale demonstration. Comparative claims rest on supplementary tables not reproduced in the main text. ---"
A1,"SMA reality check — Shami, Arslan & Lomax, 2025","Shami, Z., Arslan, T., Lomax, P. (2025). ""Wearable Soft Robots: Case Study of Using Shape Memory Alloys in Rehabilitation."" *Bioengineering* 12(3), 276.",https://doi.org/10.3390/bioengineering12030276 — verified via PMC full text (https://pmc.ncbi.nlm.nih.gov/articles/PMC11939777/).,"yes (MDPI, CC-BY)","A tabulated review of every significant SMA-actuated rehabilitation device, with force, cooling time, current draw and efficiency for each. It is the fastest way to conclude that SMA is not viable here.","0.38 mm NiTi wire: 22.06 N (22.5 N heating / 9 N cooling), 2.2 A drive. SMA spring 0.25 N each; 3 in parallel 0.75 N. Hand exoskeleton 10 N per fingertip, 40 N grip. AAFO 8-wire 70 N. Platform ankle robot 110 N max force. SHADE ankle 13 N/actuator, 200 N·cm (**2 Nm**) max torque; Leia ankle 100 N·cm (**1 Nm**). Nitinol max contraction 4.5% (wires 3–5%); springs >100%; knitted actuators >40%. Stress limits 266–300 MPa. **Cooling: 2.0 s (0.15 mm wire) to 16.8 s (0.51 mm wire) at 70 °C; 40–50 s for a knee orthosis on natural convection; 3.57 s with forced convection.** Actuation frequency 0.143–0.5 Hz. Efficiency **10–15%**. Work density 10 J/cm³ (25× electric motors). Power draw e.g. 28.8 W for a knee+ ankle device; 10.2 A at 14.7 V for a fabric muscle.","Eliminates SMA. Highest joint torque anyone has published in a wearable SMA device is 2 Nm, at 0.14–0.5 Hz, at 10–15% efficiency, with cooling times measured in tens of seconds. A torso a person leans on needs to hold load continuously — which for SMA means continuous heating at ~10% efficiency, i.e. a hot device against skin.",D (review; underlying devices are A/B),"Review, not primary data. All devices are wearables with the load path through the human skeleton. ---"
A1,"Twisted/coiled polymer — the canonical claim — Haines et al., 2014","Haines, C. S., Lima, M. D., Li, N., Spinks, G. M., Foroughi, J., Madden, J. D. W., Kim, S. H., Fang, S., Jung de Andrade, M., Göktepe, F., Göktepe, Ö., Mirvakili, S. M., Naficy, S., Lepró, X., Oh, J., Kozlov, M. E., Kim, S. J., Xu, X., Swedlove, B. J., Wallace, G. G., Baughman, R. H. (2014). ""Artificial Muscles from Fishing Line and Sewing Thread."" *Science* 343(6173), 868–872.",https://doi.org/10.1126/science.1246906 — verified via the Semantic Scholar Graph API DOI record including full abstract. Green OA copy on figshare.,"partial (green OA, CC-BY, figshare)","Twisting commodity nylon fibre past the coiling point produces a thermally driven tensile actuator with very large stroke and extreme specific work. The origin of every ""artificial muscle from fishing line"" headline.","49% contraction; lifts loads **>100× heavier than human muscle of the same length and weight**; **5.3 kW/kg mechanical work per kg of muscle**; long cycle life, non-hysteretic, scalable by twist insertion.","Sets the aspirational upper bound for TCP, and is the number a reviewer will quote at the team. The honest counter is in the next entry: per-actuator absolute force and bandwidth, not specific work, are what a shoulder needs.","B (hardware-validated, no humans)","Thermally driven — heating and cooling set the bandwidth, and cooling is uncontrolled. 5.3 kW/kg is a *peak* figure at resonance-like conditions, not sustained load-holding. No joint, no robot, no load path. ---"
A1,"Twisted/coiled polymer — what it actually delivers today — Sun et al., 2025","Sun, J., Zhang, S., Deng, J., Li, J., Zhou, D., Wang, D., Liu, J., Chen, W., Liu, Y. (2025). ""High-Performance Twisted Nylon Actuators for Soft Robots."" *Research* 8, 0642.","https://doi.org/10.34133/research.0642 — verified via PMC full text (https://pmc.ncbi.nlm.nih.gov/articles/PMC11912876/) and the NCBI eSummary record for PMID 40099267 (confirms 2025, vol 8, pages 0642).",yes (PMC11912876),"A current best-effort attempt to push twisted nylon actuators toward useful absolute force via parallel-twisted and untwisted-parallel architectures, with the structural trade-off stated explicitly.","PTNA (parallel-twisted) **11.0 N output force**, 12.1% contraction under 15 N load (≈10,000× its own weight), 20.3% contraction at 9 N, 0.25 s heating cycle. PTUNA 3.67 N, 53.7% contraction at 2 N. TUNA 60.2% contraction (vertical), ~100% horizontal, ~10 s to reach 110 °C, 0.5 N load. Five TUNAs launched a ball to 131 cm in 0.05 s (4.0 m/s). Stated trade-off: *""increasing the diameter enhances deformation but also reduces stiffness, thereby decreasing the output force.""*","Eliminates TCP. Eleven newtons from a state-of-the-art 2025 bundle, with a thermal actuation cycle, against a 10–100 N end-effector requirement and a shoulder joint. The quoted diameter/stiffness trade-off explains why this family does not scale up by making the actuator bigger.","B (hardware-validated, no humans)","Thermal, so bandwidth and duty cycle are poor, and sustained load-holding means sustained heating. No joint, no assistive demonstration, no safety analysis. ---"
A1,"Low-voltage DEA — the best case for dielectric elastomers — Peng et al., 2026","Peng, J.-B., Zhuo, J.-S., Qiu, H., Normahmedov, O., Shi, M.-K., Dong, H.-F., Wang, L., Jiang, S.-C., Zou, J., Gu, G.-Y., Li, T.-F., Fu, W.-F., Peng, B., Ma, H.-Z., Shi, Y. (2026). ""Low-voltage and high-output dielectric elastomer actuators for untethered soft machines working at 200 volts."" *Science Robotics* 11(111), eady9635.",https://doi.org/10.1126/scirobotics.ady9635 — verified via the Semantic Scholar Graph API DOI record including full abstract.,no,"A new high-permittivity elastomer plus dry-stacked multilayering drops DEA drive voltage from kilovolts to 200 V while keeping useful energy and power density — the single biggest obstacle to DEAs in human-contact devices, directly addressed.","**38.4 J/kg energy density, 452 W/kg power density at 20 V/µm nominal field**, no prestretch, no resonance. Operation demonstrated at **200 V**. Untethered wearable devices and soft robots built and run.","The only credible path by which DEAs become safe enough to sit in a torso a person touches. Worth tracking, not worth designing around for a senior design cycle: the paper reports energy/power density, not force or torque, so there is no number the team can put in a torque budget. Note 38.4 J/kg is still below muscle's 40 J/kg maximum.","B (hardware-validated, no humans)","No force or torque figure reported at all — this is the single most important omission for this project. Multilayer dry stacking at scale is a manufacturing research problem. Published 2026; no independent replication. --- These were verified but are lower value for the actuation decision. Full BibTeX in `A1.bib`. - **Gravert et al. (2024), ""Low-voltage electrohydraulic actuators for untethered robotics,"" *Science Advances* 10, eadi9319, doi:10.1126/sciadv.adi9319** (verified via S2 DOI record; CC-BY). HALVE actuators match mammalian skeletal muscle in average power density (**50.5 W/kg**) and peak strain rate (**971 %/s**) at **1100 V**, 4.9× lower than prior art. Per Tynan 2025, HALVE force is **5 N**. Safe-to-touch and waterproof — relevant to C1/C2 — but 5 N is nowhere near this project's needs. Grade B. - **Li, Vogt, Rus & Wood (2017), ""Fluid-driven origami-inspired artificial muscles,"" *PNAS* 114(50), 13132–13137, doi:10.1073/pnas.1713450114** (verified via S2 DOI record with full abstract; hybrid OA). >90% contraction, **~600 kPa stress, >2 kW/kg peak power density**, driven at *negative* pressure (safer than positive-pressure fluidics). The famous ""1000× own weight"" claim comes from here. Relevant as a vacuum-actuation option for C1 safety, but the absolute forces are small and the architecture is contractile-linear, not a shoulder. Grade B. - **Bruder, Graule, Teeple & Wood (2023), ""Increasing the payload capacity of soft robot arms by localized stiffening,"" *Science Robotics* 8, eadf9001, doi:10.1126/scirobotics.adf9001** (verified via S2 DOI record with full abstract; paywalled — NASA NTRS mirror ntrs.nasa.gov/citations/20250001131 was 503 on three attempts, so **I did not extract its numeric results**). Model-based method: stiffen localised body regions to cut end-effector compliance without losing ROM, raising the height at which an arm can lift a payload. Directly relevant to B1/A2. **Hard numbers: not extracted — do not cite numerically until someone opens the PDF.** Grade B. - **Zhang, Long, Chen, Wu, Wang & Jiang (2023), ""Soft and lightweight fabric enables powerful and high-range pneumatic actuation,"" *Science Advances* 9, eadg1203, doi:10.1126/sciadv.adg1203** (verified via S2 DOI record with full abstract; CC-BY-NC). Less-stretchable fabric pneumatic actuators; three-actuator gripper with **>150 N grasping force**, 70–350 mm range, low input pressure, fast response. The material argument (low stretchability → higher payload) transfers to the arm even though the demo is a gripper. Grade B. - **Pan, M. et al. (2022), ""Soft Actuators and Robotic Devices for Rehabilitation and Assistance,"" *Advanced Intelligent Systems* 4, 2100140, doi:10.1002/aisy.202100140** (verified via S2 DOI record with full abstract; gold OA, CC-BY). The canonical review covering the whole assistive soft-actuator space by actuation principle. Authors state the field ""is in its infancy."" Use as the survey citation; it is not a source of hard numbers. Grade D. - **Mirvakili & Hunter (2018), ""Artificial Muscles: Mechanisms, Applications, and Challenges,"" *Advanced Materials* 30, 1704407, doi:10.1002/adma.201704407** (verified via S2 DOI record; abstract elided by publisher; closed access). The standard cross-technology artificial-muscle review. Cited for completeness; Rothemund 2021 and Tynan 2025 above give the team better, open-access numbers. Grade D. - **Madden, J. D. W. et al. (2004), ""Artificial muscle technology: physical principles and naval prospects,"" *IEEE Journal of Oceanic Engineering* 29(3), 706–728, doi:10.1109/JOE.2004.833135** (verified via S2 DOI record: title, all nine authors, venue, vol 29, pp. 706–728; abstract elided; closed access). The original cross-technology comparison table (stress, strain, efficiency, bandwidth) that every later review descends from. Historically canonical; twenty years stale on HASEL/TCP. Grade D. --- No genuinely soft actuator technology reaches a 10–40 Nm shoulder, and only one family gets close enough to argue about. Every electroactive option is out by two to three orders of magnitude: the highest joint torque ever published from an electrohydraulic soft joint is 70 mN·m (Kellaris 2021), the highest force from any HASEL-family actuator ever is ~60 N from a multi-unit stack at 12 kV (Tynan 2025), and the DEA state of the art (Peng 2026) reports no force figure at all — it reports 38.4 J/kg, still under muscle's 40 J/kg. SMA tops out at 2 Nm in a published wearable at 10–15% efficiency with 3–17 s cooling and 0.14–0.5 Hz bandwidth (Shami 2025); twisted/coiled polymer tops out at 11 N per bundle and gets weaker as you make it bigger (Sun 2025). Both are thermal, which means holding a static gravity load means holding a heater against a frail person's arm — that is a disqualifying failure mode, not a tuning problem. Fluidic soft actuation is the only family in range: purpose-built soft pneumatic shoulder actuators deliver 5.5 Nm (Zhang 2024) and 9.7–10.9 Nm at 90 kPa (Chen 2026, 10 human subjects), and a bundled soft pneumatic platform reached 18 Nm at 2 bar (Robertson 2017) — so the bottom of the target band is reachable with all-soft pneumatics, the top of it is not, and the price is a compressor, valves, 1.3–2 Hz bandwidth and 2–6 s settling times (Zuo 2025) that are far too slow to catch someone falling. The architecture that actually clears 10–40 Nm is the soft-rigid hybrid: 400 N TPU pneumatic muscles at 240 kPa on a rigid antagonistic frame, with measured stiffness modulation of 0.054–0.076 Nm/deg (Dimonte 2026), which is 20–40 Nm on a 50–100 mm moment arm. One further caveat the team must not skip: every torque number above comes from a *wearable*, where the human skeleton carries the reaction load — a freestanding torso must generate that torque **and** react a leaning adult's body weight through its own structure, and no paper in this set characterises that case, which pushes the real problem into B1 (structure) as much as A1 (actuation). Plan on a hybrid, spend the softness budget on the contact surfaces and the outer 100 mm of the arm, and treat ""fully soft arm"" as a claim the evidence does not support. ---"
A2,"Crash-test HIC — Haddadin, Albu-Schäffer & Hirzinger, 2007","S. Haddadin, A. Albu-Schäffer, G. Hirzinger, ""Safety Evaluation of Physical Human-Robot Interaction via Crash-Testing,"" *Robotics: Science and Systems III*, Atlanta, GA, 2007, pp. 217–224.",10.15607/RSS.2007.III.028 — verified by fetching and text-extracting the full PDF at https://www.roboticsproceedings.org/rss03/p28.pdf (also reissued as MIT Press chapter 10.7551/mitpress/7830.003.0029).,yes (full PDF free at roboticsproceedings.org).,"DLR LWR-III driven into certified ADAC automotive crash-test dummies (head, neck, chest) at controlled TCP speeds, scored against the EuroNCAP protocol. It is the only paper in this set that puts a compliant robot arm against a standardized injury protocol.","robot 14 kg, 7-DOF, ~4 kg effective mass at TCP, 1 kg aluminium impactor. TCP speeds tested 0.2 / 0.7 / 1.0 / 1.5 / 2.0 m/s. **HIC36 < 25 at 2 m/s**, against a EuroNCAP limit of 650 (= 5% probability of AIS≥3). Chest 3 ms criterion at 2 m/s reached **< 20% of the 72 g limit**. Simulation sweep (fitted to the measured impact data, Hunt-Crossley contact) over robot masses 1/4/10/50/100/500 kg and speeds to 10 m/s shows **HIC saturates with increasing robot mass** — beyond a point, more mass does not raise HIC. Quoted ISO-10218 collaborative limits: TCP ≤ 0.25 m/s, dynamic power ≤ 80 W, static force ≤ 150 N. Paper's own conclusion: ""no robot whatever mass it has could become dangerous at 2 m/s by means of the presented criteria as long as clamping and impacts with sharp surfaces can be excluded.""","This is the paper that tells the design team where the safety argument actually lives. Free-flight blunt impact from a low-speed arm is **not** the dominant hazard and is already survivable; the hazard is **clamping / quasi-static constrained contact**, where inertia stops helping and only force limiting and release behaviour matter. For a torso a person leans on, essentially every dangerous contact is the constrained kind.","A — hardware, certified crash facility, standardized (EuroNCAP) protocol, instrumented dummies.","Dummies, not people; unconstrained frontal impacts only; sharp edges and tools explicitly excluded; head/neck/chest only, no lean-on or entrapment loading; the LWR-III is a serial arm, not a torso with a person's weight on it. The paper itself notes dummy response over-predicts real injury severity at these speeds. ---"
A2,"Compliance does not reduce HIC — Haddadin, Albu-Schäffer, Eiberger & Hirzinger, 2010","S. Haddadin, A. Albu-Schäffer, O. Eiberger, G. Hirzinger, ""New insights concerning intrinsic joint elasticity for safety,"" *Proc. IEEE/RSJ Int. Conf. on Intelligent Robots and Systems (IROS)*, Taipei, 2010, pp. 2181–2187.",10.1109/IROS.2010.5652037 — verified via Crossref (authors/pages/venue) and OpenAlex (full abstract retrieved); IEEE listing https://ieeexplore.ieee.org/document/5652037/.,partial (TUM mediaTUM record 1438559 is listed as the OA location; the landing page was behind a bot filter when I fetched it).,"The most important counter-evidence in this whole topic. From the verified abstract: intrinsic joint elasticity **does not reduce HIC or impact forces** compared to conventional actuation that already has some joint elasticity, for full-scale robots — and the authors ""elaborate conditions under which intrinsically compliant actuation is potentially *more dangerous* than rigid one.""","none verified. I retrieved the abstract, not the full text; the numerical conditions and thresholds are in the body and I will not paraphrase numbers I did not read.","Kills the lazy version of this project's safety argument. ""We put springs in it, therefore it is safe"" is not a defensible claim, and this is the paper a reviewer will hit you with. If the team goes SEA/VSA, the safety case must be built on **measured contact force limits and reaction behaviour**, not on the presence of a spring. Also flags the real compliant-actuator hazard: stored spring energy released on the human.","B — hardware experiments plus analysis; the collision detection/reaction schemes are experimentally verified, but there is no human or standardized-protocol testing.","""Full scale robots"" is the stated scope; a low-speed, low-inertia assistive torso is exactly the regime where the conclusion might not hold, and the paper does not test that regime. Conference-length treatment. ---"
A2,"Foundational SEA — Pratt & Williamson, 1995","G. A. Pratt, M. M. Williamson, ""Series elastic actuators,"" *Proc. 1995 IEEE/RSJ Int. Conf. on Intelligent Robots and Systems (IROS): Human Robot Interaction and Cooperative Robots*, Pittsburgh, PA, vol. 1, pp. 399–406.","10.1109/IROS.1995.525827 — verified via Crossref (Pratt, G.A.; Williamson, M.M.; vol 1, pp. 399–406) and OpenAlex (abstract retrieved, 2211 citations).",no (IEEE paywalled; the widely circulated copy is an author preprint).,"States the entire tradeoff the design team is about to make. Deliberately softening the actuator-load interface buys shock tolerance, lower reflected inertia, accurate and stable force control, less damage to the environment, and energy storage — and **costs zero-motion force bandwidth**. Validated on a revolute SEA for the MIT Cog humanoid arms and a small planetary rover.","none verified. The abstract is qualitative; the bench results are in the body, which I did not access. Do not cite a bandwidth figure to this paper without reading it.","The canonical citation for why a spring in series is a design choice and not a compromise. Also the source of the argument the team will lean on: for contact-rich ""natural"" tasks, zero-motion force bandwidth is the wrong figure of merit — which is exactly the argument this project needs, because an assistive torso does slow, high-force, contact-rich work.","B — hardware testbed, no humans, no standardized protocol.","1995 componentry; the reflected-inertia argument was written for geared electric drives in a lab arm, not for a structure supporting a person's body weight; bandwidth loss claims predate modern disturbance-observer control which partly recovers it (see Paine below). ---"
A2,"UT-SEA, the design-tradeoff numbers — Paine, Oh & Sentis, 2014","N. Paine, S. Oh, L. Sentis, ""Design and Control Considerations for High-Performance Series Elastic Actuators,"" *IEEE/ASME Transactions on Mechatronics*, vol. 19, no. 3, pp. 1080–1091, June 2014. Companion with the same hardware: N. Paine, L. Sentis, ""A new prismatic series elastic actuator with compact size and high performance,"" *Proc. IEEE Int. Conf. on Robotics and Biomimetics (ROBIO)*, 2012, pp. 1759--1766, DOI 10.1109/ROBIO.2012.6491222 (Crossref-verified).","10.1109/TMECH.2013.2270435 — verified via Crossref (Paine, Nicholas; Oh, Sehoon; Sentis, Luis; vol 19, iss 3, pp 1080–1091) and OpenAlex. Numbers below were extracted by me from the companion full text at https://sites.utexas.edu/hcrl/files/2016/01/prismatic-sea-paine.pdf.","partial — journal version paywalled, companion preprint and the dissertation are free.","A compact ball-screw SEA pushed to the performance limit of electric SEA, with a full spring-selection rationale (soft springs store more energy for a given force; stiffness chosen to maximise energy storage within a deflection budget) and force/position controllers combining PID, model-based and disturbance-observer structures.","mass **1013 g** (2.23 lb); continuous force **848 N**; intermittent force **2800 N**; spring rate 138 N/mm per spring, **278 N/mm** effective (two precompressed springs); stroke 6 cm; max speed 32.5 cm/s; force resolution 0.31 N; **94 W/kg** measured power-to-weight and **77% mechanical efficiency** — against 64 W/kg cited for the prior SEA benchmark.","This is the sizing reality check. A ~1 kg actuator delivering 848 N continuous is the realistic performance envelope for a good electric SEA today. If the torso needs N joints at that class, the mass budget follows directly, and it is not small. Also the reference for how spring rate is actually chosen — it is an energy-storage and deflection-resolution decision, not a ""feels compliant"" decision.","B — hardware, bench-validated at the limits of its capability, no humans.","Designed for legged locomotion (high force, fixed range of motion, passively cooled, short duty cycles). An assistive torso holds load **continuously**, which is a thermal problem this actuator was not characterised for. Prismatic, so it needs a linkage to make a joint, and the linkage moment arm is angle-dependent. ---"
A2,"The price of force bandwidth — Paine, 2014 (dissertation, Valkyrie SEA data)","N. A. Paine, ""High-Performance Series Elastic Actuation,"" Ph.D. dissertation, The University of Texas at Austin, 2014.",https://sites.utexas.edu/hcrl/wp-content/uploads/sites/3888/2016/01/nick-paine-thesis-dissertation-2014.pdf — verified by fetching and text-extracting the full PDF myself.,yes.,"Measured, on NASA Valkyrie's SEA joints, exactly what it costs to claw back the bandwidth that series elasticity gives away.","Valkyrie elbow SEA **passive torque bandwidth 13 Hz**, extended to **70 Hz** closed-loop with PD feedback (factor 5.3). Torque tracking error ~**1.0 Nm on a 10 Nm reference**, with and without injected disturbances. Critically: raising closed-loop torque bandwidth from **30 Hz to 82 Hz raised average power consumption at the passive bandwidth frequency from 27 W to 97 W — a factor of 3.6 (+260%)**, with the corresponding motor heating. Passive system cutoff quoted as 11 Hz for the knee case.","Settles the ""just turn the gains up"" argument before someone makes it. Every Hz of force-control bandwidth recovered above the spring's passive cutoff is paid for in current, heat and battery. For a torso that must hold a leaning adult for minutes at a time, thermal headroom is the binding constraint, so the spring should be chosen so the **passive** cutoff is already close to what the task needs — not soft-and-then-compensated.","B — hardware (Valkyrie), measured, no humans.","Humanoid limb joints under locomotion-style loading, not sustained static support. Dissertation, so peer review is the committee rather than a journal; the same lab's T-Mech and ICRA papers are the citable form for the design content. ---"
A2,"Distributed macro-mini (DM²) — Zinn, Roth, Khatib & Salisbury, 2004","M. Zinn, B. Roth, O. Khatib, J. K. Salisbury, ""A New Actuation Approach for Human Friendly Robot Design,"" *The International Journal of Robotics Research*, vol. 23, no. 4–5, pp. 379–398, April–May 2004.",10.1177/0278364904042193 — verified via Crossref; numbers below extracted by me from the full PDF at https://cs.stanford.edu/group/manips/publications/pdfs/Zinn_2004_IJRR.pdf.,yes (author copy at Stanford).,Splits joint torque into a low-frequency component from a large base-mounted actuator (through a cable/SEA transmission) and a high-frequency component from a small low-inertia joint motor in parallel. The point is to strip reflected inertia out of the arm entirely rather than to hide it behind a spring.,"PUMA 560 at 1 m/s impact produces **HIC > 500**. To get that down to HIC ≤ 100 with padding alone would need **more than five inches of compliant cover**. The two-axis DM² prototype reduced **effective joint inertia by almost a factor of 10** and impact loading **by an order of magnitude**. Closed-loop position bandwidth **5 Hz with DM² vs 2 Hz with the base SEA alone**, with position tracking error cut by more than 10×. SEA output impedance reduction by control quoted at **10× to 100×**. Pneumatics noted as limited to <20 Hz control bandwidth; conventional gear reduction more than doubles effective inertia.","Directly relevant to a **freestanding torso**, and probably underrated by the team. A torso has something an arm does not: a big, grounded, non-moving base you can bolt heavy actuators to. Moving actuator mass off the arms and into the torso — via cable or Bowden transmission — reduces the arms' reflected inertia, which is the one quantity that genuinely reduces impact severity. The five-inch-of-foam number is also the honest answer to ""can't we just pad it?""","B for the prototype and bandwidth results (two-axis hardware testbed); **C for the impact-reduction claim**, which is computed from effective-inertia ellipsoids and a 2-DOF mass-spring HIC model, not measured against dummies. Do not present the order-of-magnitude figure as a measurement.","Impact severity is modelled, not measured; a 2-DOF planar testbed is a long way from a two-armed torso; and the HIC framing is exactly the metric Haddadin 2007/2010 shows is the wrong one at these speeds. Cable/Bowden routing adds friction and hysteresis (see Veneman). ---"
A2,"Safety-performance co-design — Bicchi & Tonietti, 2004","A. Bicchi, G. Tonietti, ""Fast and 'Soft-Arm' Tactics: Dealing with the Safety-Performance Tradeoff in Robot Arms Design and Control,"" *IEEE Robotics & Automation Magazine*, vol. 11, no. 2, pp. 22–33, June 2004. Companion with the worked numbers: A. Bicchi, G. Tonietti, M. Bavaro, M. Piccigallo, ""Variable Stiffness Actuators for Fast and Safe Motion Control,"" *Robotics Research: The Eleventh Int. Symp. (ISRR)*, Springer STAR, 2005, pp. 527–536.","10.1109/MRA.2004.1310939 (Crossref-verified: Bicchi, A.; Tonietti, G.; vol 11, iss 2, pp 22–33; abstract retrieved via OpenAlex). Companion 10.1007/11008941_56, Crossref-verified; numbers below extracted by me from the full PDF at https://www.centropiaggio.unipi.it/sites/default/files/anthropic-ISRR03.pdf.","partial — magazine article paywalled, ISRR companion free.","Formalises the tradeoff as minimum-time optimal control subject to an injury-risk constraint, and shows that a variable-stiffness transmission dominates both the fixed-stiff and fixed-soft options because it can be stiff when slow and soft when fast.","worked example with rotor inertia **M_rot = 1.2 kg**, link **M_link = 0.1 kg**, soft rubber cover **K_cov = 5 kN/m**, operator head **M_oper = 4 kg**: accepting **HIC = 100** implies a velocity ceiling of **v_safe ≈ 2 m/s** for the rigid-joint case. A second study sweeps transmission stiffness at a 10 m/s pre-impact link velocity and shows HIC tending to the rigid-link value as K→∞ and to the link-inertia-only value as K→0, with an **optimum intermediate transmission stiffness** for minimum-time performance under the safety constraint.","This is the argument for VSA over fixed SEA, and also the argument against reflexively choosing ""as soft as possible."" There is an optimum, and softer than optimum makes the arm slow and floppy without buying more safety. If the team is choosing a spring rate, this is the framing to use.","C — analysis, optimal control and simulation; the hardware realisation is the separate VSA-II paper (Tonietti, Schiavi & Bicchi, ICRA 2005, DOI 10.1109/ROBOT.2005.1570172, Crossref-verified, one-link arm).","Single-DOF rest-to-rest motion, HIC as the objective, and a free-flight impact model. All three assumptions are wrong for a torso under a leaning person: the hazard is constrained and quasi-static, HIC does not apply, and the motion is not a fast point-to-point slew. ---"
